Tempo;U_t;V_t;A_t;
0.000;2.473E-2;0;0
0.033;2.474E-2;-2.153E-4;0
0.067;2.471E-2;-2.713E-4;4.587E-3
0.100;2.472E-2;2.344E-4;6.152E-3
0.133;2.473E-2;1.582E-4;-2.304E-3
0.167;2.473E-2;-8.752E-6;-4.955E-3
0.200;2.473E-2;-1.055E-4;4.835E-3
0.233;2.472E-2;1.996E-4;8.183E-2
0.267;2.474E-2;4.893E-3;0.468
0.300;2.505E-2;2.964E-2;0.967
0.333;2.672E-2;7.154E-2;1.121
0.367;2.981E-2;0.106;0.757
0.400;3.376E-2;0.122;0.201
0.433;3.795E-2;0.119;-0.381
0.467;4.171E-2;9.662E-2;-0.875
0.500;4.439E-2;6.009E-2;-1.167
0.533;4.572E-2;1.837E-2;-1.274
0.567;4.562E-2;-2.487E-2;-1.295
0.600;4.406E-2;-6.808E-2;-1.184
0.633;4.108E-2;-0.105;-0.814
0.666;3.709E-2;-0.123;-0.243
0.700;3.287E-2;-0.120;0.377
0.733;2.906E-2;-9.813E-2;0.900
0.766;2.633E-2;-5.984E-2;1.339
0.800;2.507E-2;-9.032E-3;1.560
0.833;2.573E-2;4.554E-2;1.448
0.866;2.811E-2;8.830E-2;1.029
0.900;3.162E-2;0.114;0.510
0.933;3.571E-2;0.122;-3.319E-2
0.966;3.978E-2;0.112;-0.623
1.000;4.317E-2;8.100E-2;-1.071
1.033;4.517E-2;3.905E-2;-1.266
1.066;4.577E-2;-3.401E-3;-1.302
1.100;4.495E-2;-4.752E-2;-1.252
1.133;4.260E-2;-8.782E-2;-1.002
1.166;3.910E-2;-0.115;-0.503
1.200;3.496E-2;-0.122;7.633E-2
1.233;3.097E-2;-0.109;0.609
1.266;2.768E-2;-8.107E-2;1.075
1.300;2.557E-2;-3.769E-2;1.472
1.333;2.517E-2;1.770E-2;1.573
1.366;2.675E-2;6.878E-2;1.285
1.400;2.976E-2;0.103;0.785
1.433;3.364E-2;0.121;0.235
1.466;3.783E-2;0.119;-0.345
1.500;4.160E-2;9.783E-2;-0.890
1.533;4.435E-2;5.986E-2;-1.194
1.566;4.559E-2;1.686E-2;-1.281
1.600;4.547E-2;-2.505E-2;-1.265
1.633;4.392E-2;-6.767E-2;-1.147
1.666;4.096E-2;-0.102;-0.777
1.700;3.709E-2;-0.120;-0.238
1.733;3.297E-2;-0.118;0.328
1.766;2.921E-2;-9.802E-2;0.846
1.799;2.644E-2;-6.139E-2;1.314
1.833;2.512E-2;-1.044E-2;1.571
1.866;2.574E-2;4.474E-2;1.463
1.899;2.810E-2;8.793E-2;1.033
1.933;3.160E-2;0.114;0.501
1.966;3.567E-2;0.121;-5.379E-2
1.999;3.970E-2;0.110;-0.618
2.033;4.301E-2;8.003E-2;-1.047
2.066;4.503E-2;3.932E-2;-1.238
2.099;4.563E-2;-2.820E-3;-1.280
2.133;4.484E-2;-4.570E-2;-1.226
2.166;4.259E-2;-8.534E-2;-1.002
2.199;3.916E-2;-0.113;-0.525
2.233;3.506E-2;-0.121;3.906E-2
2.266;3.109E-2;-0.110;0.596
2.299;2.775E-2;-8.147E-2;1.092
2.333;2.566E-2;-3.655E-2;1.478
2.366;2.531E-2;1.778E-2;1.531
2.399;2.684E-2;6.684E-2;1.259
2.433;2.977E-2;0.102;0.783
2.466;3.362E-2;0.119;0.238
2.499;3.773E-2;0.117;-0.341
2.533;4.145E-2;9.656E-2;-0.852
2.566;4.416E-2;6.028E-2;-1.155
2.599;4.546E-2;1.857E-2;-1.269
2.633;4.540E-2;-2.396E-2;-1.263
2.666;4.387E-2;-6.615E-2;-1.149
2.699;4.099E-2;-0.101;-0.774
2.733;3.713E-2;-0.119;-0.252
2.766;3.308E-2;-0.117;0.329
2.799;2.932E-2;-9.729E-2;0.852
2.833;2.660E-2;-5.970E-2;1.315
2.866;2.534E-2;-9.576E-3;1.530
2.899;2.596E-2;4.354E-2;1.423
2.932;2.825E-2;8.594E-2;1.030
2.966;3.169E-2;0.112;0.501
2.999;3.573E-2;0.120;-4.581E-2
3.032;3.966E-2;0.109;-0.597
3.066;4.298E-2;8.022E-2;-1.032
3.099;4.501E-2;3.892E-2;-1.234
3.132;4.557E-2;-2.724E-3;-1.259
3.166;4.483E-2;-4.433E-2;-1.219
3.199;4.262E-2;-8.478E-2;-1.001
3.232;3.918E-2;-0.112;-0.525
3.266;3.516E-2;-0.120;4.161E-2
3.299;3.120E-2;-0.109;0.586
3.332;2.788E-2;-8.067E-2;1.074
3.366;2.582E-2;-3.711E-2;1.459
3.399;2.541E-2;1.685E-2;1.524
3.432;2.694E-2;6.635E-2;1.254
3.466;2.983E-2;0.100;0.775
3.499;3.362E-2;0.118;0.243
3.532;3.772E-2;0.117;-0.322
3.566;4.140E-2;9.639E-2;-0.851
3.599;4.414E-2;6.005E-2;-1.147
3.632;4.540E-2;1.835E-2;-1.260
3.666;4.536E-2;-2.317E-2;-1.251
3.699;4.385E-2;-6.561E-2;-1.134
3.732;4.099E-2;-9.952E-2;-0.777
3.766;3.722E-2;-0.118;-0.253
3.799;3.314E-2;-0.117;0.325
3.832;2.945E-2;-9.585E-2;0.838
3.866;2.675E-2;-6.025E-2;1.282
3.899;2.543E-2;-1.077E-2;1.526
3.932;2.603E-2;4.316E-2;1.421
3.966;2.831E-2;8.464E-2;1.011
3.999;3.168E-2;0.110;0.505
4.032;3.566E-2;0.119;-3.454E-2
4.066;3.959E-2;0.108;-0.588
4.099;4.285E-2;7.940E-2;-1.022
4.132;4.488E-2;3.906E-2;-1.219
4.165;4.545E-2;-2.649E-3;-1.252
4.199;4.471E-2;-4.388E-2;-1.206
4.232;4.253E-2;-8.368E-2;-0.986
4.265;3.913E-2;-0.111;-0.528
4.299;3.516E-2;-0.119;4.701E-2
4.332;3.122E-2;-0.108;0.580
4.365;2.799E-2;-7.955E-2;1.065
4.399;2.591E-2;-3.680E-2;1.426
4.432;2.553E-2;1.630E-2;1.507
4.465;2.700E-2;6.495E-2;1.229
4.499;2.986E-2;9.842E-2;0.785
4.532;3.356E-2;0.117;0.253
4.565;3.766E-2;0.116;-0.314
4.599;4.130E-2;9.525E-2;-0.842
4.632;4.401E-2;6.003E-2;-1.127
4.665;4.531E-2;1.893E-2;-1.245
4.699;4.527E-2;-2.254E-2;-1.238
4.732;4.380E-2;-6.401E-2;-1.134
4.765;4.100E-2;-9.864E-2;-0.772
4.799;3.723E-2;-0.116;-0.250
4.832;3.325E-2;-0.115;0.315
4.865;2.958E-2;-9.567E-2;0.815
4.899;2.687E-2;-6.004E-2;1.270
4.932;2.558E-2;-1.100E-2;1.507
4.965;2.614E-2;4.180E-2;1.401
4.999;2.836E-2;8.320E-2;1.011
5.032;3.168E-2;0.109;0.516
5.065;3.563E-2;0.118;-1.903E-2
5.099;3.955E-2;0.108;-0.580
5.132;4.281E-2;7.919E-2;-1.023
5.165;4.483E-2;3.874E-2;-1.211
5.199;4.539E-2;-2.321E-3;-1.233
5.232;4.467E-2;-4.282E-2;-1.187
5.265;4.254E-2;-8.218E-2;-0.981
5.298;3.919E-2;-0.109;-0.520
5.332;3.526E-2;-0.117;2.569E-2
5.365;3.140E-2;-0.107;0.562
5.398;2.813E-2;-7.970E-2;1.051
5.432;2.609E-2;-3.647E-2;1.421
5.465;2.569E-2;1.551E-2;1.486
5.498;2.712E-2;6.393E-2;1.235
5.532;2.996E-2;9.808E-2;0.766
5.565;3.366E-2;0.115;0.247
5.598;3.763E-2;0.115;-0.339
5.632;4.129E-2;9.895E-2;-0.865
5.665;4.390E-2;6.176E-2;-1.152
5.698;4.520E-2;2.035E-2;-1.220
5.732;4.525E-2;-1.837E-2;-1.173
5.765;4.398E-2;-5.805E-2;-1.101
5.798;4.138E-2;-9.244E-2;-0.833
5.832;3.781E-2;-0.114;-0.328
5.865;3.379E-2;-0.115;0.227
5.898;3.015E-2;-9.785E-2;0.745
5.932;2.727E-2;-6.585E-2;1.232
5.965;2.576E-2;-1.570E-2;1.557
5.998;2.622E-2;3.976E-2;1.456
6.032;2.841E-2;8.220E-2;1.019
6.065;3.170E-2;0.107;0.506
6.098;3.557E-2;0.116;-9.720E-3
6.132;3.944E-2;0.107;-0.557
6.165;4.269E-2;7.903E-2;-1.002
6.198;4.471E-2;3.909E-2;-1.161
6.232;4.530E-2;6.859E-4;-1.164
6.265;4.475E-2;-3.735E-2;-1.155
6.298;4.281E-2;-7.712E-2;-1.011
6.332;3.961E-2;-0.106;-0.574
6.365;3.576E-2;-0.115;-3.415E-2
6.398;3.192E-2;-0.108;0.485
6.431;2.858E-2;-8.332E-2;0.980
6.465;2.636E-2;-4.223E-2;1.424
6.498;2.577E-2;1.192E-2;1.529
6.531;2.716E-2;6.184E-2;1.261
6.565;2.989E-2;9.556E-2;0.783
6.598;3.353E-2;0.114;0.267
6.631;3.751E-2;0.114;-0.295
6.665;4.111E-2;9.423E-2;-0.803
6.698;4.379E-2;6.003E-2;-1.095
6.731;4.511E-2;2.016E-2;-1.180
6.765;4.513E-2;-1.852E-2;-1.163
6.798;4.387E-2;-5.729E-2;-1.088
6.831;4.131E-2;-9.173E-2;-0.830
6.865;3.776E-2;-0.113;-0.332
6.898;3.377E-2;-0.114;0.239
6.931;3.014E-2;-9.653E-2;0.734
6.965;2.734E-2;-6.526E-2;1.206
6.998;2.579E-2;-1.682E-2;1.518
7.031;2.622E-2;3.811E-2;1.457
7.065;2.833E-2;8.077E-2;1.024
